tweet_id,text,in_response_to_tweet_id,your_intent_label,should_escalate (yes/no),escalation_reason,notes
1017565,@Delta Doesn't look like anyone wants the voucher if it means they have to wait until tomorrow to leave.,1017564,refund_compensation,no,,"  Vague/ambiguous, context needed"
2029639,@Delta thanks for double charging my credit card for 1 ticket purchase. I really enjoy being put on hold for 2 hours to solve your mistake.,,refund_compensation,yes,"Double-charged credit card, billing error, already 2hrs on hold", 
2224521,@Delta NO im worried about missing my FIRST flight not a connection. Iâ€™m worried that u guys open at 9am &amp; we will not get through customs for HOURS! So then my colleagues &amp; I may miss our flights all together,2224523,rebooking_connection,yes,Active risk of missing flight for multiple colleagues due to customs delay, 
2898901,Connecting flight with @Delta from ATL to D.C. has now been delayed over 3 hours and still no notice as to when the plane will leave. This is unacceptable and I will not be flying wth @delta again.,,flight_delay_status,no,,"  Churn threat but no acute crisis per rules, REVIEW borderline"
1531517,"First time flying @Delta in years, and itâ€™s going great. My flight has been delayed an hour, and you know thatâ€™s a great feeling.",,flight_delay_status,no,,  Sarcastic
2638720,@Delta Delta flight operated by Air Europa. Unable to check in online through their website/app and unable to call their customer service since I'm in Spain. Can you help?,,checkin_seat_upgrade,yes,Unable to check in and unable to reach support internationally, 
742549,@Delta I want a refund for the past 3 flights where I have wasted $ because your GoGo WiFi is too weak!,,refund_compensation,no,, 
292944,"Arrived in Chicago and my bag is still in Atlanta, thanks @delta! ðŸ™ƒ",,baggage_lost_item,no,,  Sarcastic
248767,@Delta can I pay for a checked bag online before a flight or do I have to do it at the airport?,,general_policy_info,no,, 
2597433,"@Delta De-icing takes 20 minutes.  Telling passengers they can deplane, waiting for the jetway, solving for checked bags is another 90 minutes.  If",2597432,flight_delay_status,no,,  Incomplete message
547242,DFW @Delta skyclub in terminal E is ðŸ”¥ðŸ”¥,,praise_or_noise,no,, 
1505717,@Delta It would be the big mistake made by Delta Airline that just offering me 6000 mileage under the Delta's luggage policy.,1505712,refund_compensation,no,,  Dissatisfied with compensation amount
2666143,"@Delta That would be lovely, except: 1. Delta hasn't emailed me the confirmation of a $100 travel credit  2. Calling into Sky Miles is a literal 2 hour wait to speak with anyone. This was my first trip on Delta and I just signed up for Sky Miles.",2666142,refund_compensation,yes,"Unresolved promised credit + 2hr wait, new customer negative first impression", 
2252132,"@Delta...Mark from #CustomerService did an amazing job today, thank you!!! #flydeltajets",,praise_or_noise,no,, 
1835341,@Delta How could I get an estimation of the fare change? Your website is not letting me go through the change. thank you,1835340,general_policy_info,no,, 
2945031,"@Delta Just got off the phone with @Delta, only offered a $200 voucher...prepaid expenses are not covered. Poor service, no value for customer. The @Delta plane was not able to fly due to maintenance issues so I get penalized that I have chosen @delta to fly. Point taken!!!",2945030,refund_compensation,yes,"Dissatisfied with compensation vs losses, angry tone, maintenance-caused disruption", 
1013134,"@Delta knew incoming plane was delayed hours ago, yet we didn't get a notification until at check-in counter. 2.5hrs delayed and counting",,flight_delay_status,no,, 
2080234,@Delta Did you get my DM? Now sat on tarmac at JFK on DL483 and being told itâ€™ll be another 50mins so I may also miss my connection in Boston...,2080233,rebooking_connection,yes,Real-time risk of missed connection while sitting on tarmac, 
1972246,"@Delta took our business class seats and gave us economy seats instead on the same flight!! The excuse was that the person applying the global certificate made a mistake, they didnâ€™t do it properly! Great job @delta and @120565",,checkin_seat_upgrade,yes,Involuntary downgrade from paid business class to economy due to airline error, 
2334714,. @delta app error upgrading during checkin. Card charged twice. Upgrade not showing &amp; no more available via browser. Hold est 2 HOURS!,,refund_compensation,yes,"Charged twice due to app error, 2-hour hold to resolve", 
1013903,@Delta Dad passed away last night. Trying to get home using dad's skymiles.  Ben Cincinnati delta manager not allow access of account help.,,loyalty_miles_status,yes,BEREAVEMENT CASE - REVIEW CAREFULLY: urgent travel need blocked by account access after father's death, 
2060128,"@Delta Weâ€™ll see, sitting on the tarmac longer than I would have been in flight...",2060129,flight_delay_status,no,, 
1242349,@Delta We've got two planes leaving A61 at DTW around 8pm and no one at A59 till 10pm. Any chance you can get   DL5390 moved to A59? ðŸ¤”ðŸ˜‰ðŸ˜,,service_complaint,no,,  Gate reassignment suggestion
2511264,"Yayyy @delta lost my makeup bag mid flight and now I have to wait 4-6 weeks for a claim to be processed, meanwhile I get to replace it all.",,baggage_lost_item,no,,  Sarcastic
1555189,"@Delta No, thank you for bringing my family to Japan &amp; my family to the states &amp;serving MSP. Look forward to an A350 on HND-MSP someday.",1555188,praise_or_noise,no,, 
2438885,@DELTA you flew me on Jet Airways from BLR to AMS and on Delta from AMS to DTW. What do I have to do to get credit for Jet Airways miles?,,loyalty_miles_status,no,, 
608638,@Delta  https://t.co/u8Ul6cwgwy,608636,general_policy_info,no,,"  URL only, no text content - unclassifiable without thread context"
1606594,@DELTA in Rome and wondering how many bags can I check and the weight limit for platinum medallion. Thanks!,,general_policy_info,no,, 
579527,"@Delta No more nonstop service from LAX-CVG except a red eye?? What are you people thinking? If I have to connect, youâ€™ve lost a customer. Pls reconsider. You were the only nonstop left...",,service_complaint,no,,  Route/schedule complaint
1591915,disappointed with @Delta 8504 operated by @199552 business class 2-3-2 config. No privacy &amp; a terrible #deltaone experience.,,service_complaint,no,, 
2643387,At least I can see the @delta Skyclub is was in before boarding this delayed flight.  Itâ€™s just taunting me.  Wish I could go back! https://t.co/java3KZqKG,,flight_delay_status,no,,  Sarcastic
2786706,"@Delta If you are going to share this, please point out to your leaders that this all stems from your policy to not upgrade companions on separate reservations.",2039177,service_complaint,no,,  Policy feedback
1621998,@Delta .@Delta That's some horrible customer care. How could it possibly take that long to RESPOND to an email? Especially when it takes you 1 hour,1621997,service_complaint,no,, 
2392997,Many thanks to Mel (Melinda) on the DL972 yesterday to @122828 -excellent friendly service. A Real credit to @Delta Thanks! https://t.co/dI5UfPJ9kC,,praise_or_noise,no,, 
